trip_id,route_id,start_time,end_time,distance_km,avg_slope,congestion_index,avg_speed,passenger_load,temperature,peak_hour,energy_kwh,source
1008-2-448-1415,1008,14:15:00,15:20:00,16.19,0.052,0.31,14.94,0.316,27.3,0,44.56,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1008-2-448-1437,1008,14:37:00,15:42:00,16.19,0.034,0.354,14.94,0.493,27.3,0,38.31,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1008-2-448-1500,1008,15:00:00,16:05:00,16.19,0.0487,0.2,14.94,0.5,27.2,0,41.91,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1008-2-448-1615,1008,16:15:00,17:20:00,16.19,-0.0134,0.398,14.94,0.55,26.9,0,23.69,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1008-2-448-1636,1008,16:36:00,17:41:00,16.19,0.0514,0.288,14.94,0.542,26.9,0,43.85,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1008-2-448-1800,1008,18:00:00,19:05:00,16.19,0.0524,0.649,14.94,0.864,25.8,1,46.97,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1008-2-448-1840,1008,18:40:00,19:45:00,16.19,0.0416,0.526,14.94,0.723,25.8,1,41.17,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1008-2-448-1930,1008,19:30:00,20:35:00,16.19,0.0202,0.7,14.94,0.958,25.1,1,33.78,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1008-2-448-2050,1008,20:50:00,21:55:00,16.19,0.054,0.306,14.94,0.546,24.3,0,42.73,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1008-2-448-2230,1008,22:30:00,23:35:00,16.19,-0.0187,0.229,14.94,0.552,22.8,0,20.96,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-287-0540,1010,05:40:00,07:07:00,17.56,-0.0211,0.447,12.11,0.431,22.2,0,24.21,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-287-0600,1010,06:00:00,07:27:00,17.56,0.0141,0.406,12.11,0.532,22.8,0,30.15,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-287-0624,1010,06:24:00,07:51:00,17.56,0.0581,0.351,12.11,0.336,22.8,0,48.43,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-287-0700,1010,07:00:00,08:27:00,17.56,0.0448,0.62,12.11,0.783,23.6,1,46.24,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-287-0714,1010,07:14:00,08:41:00,17.56,0.0545,0.629,12.11,0.858,23.6,1,50.98,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-287-0720,1010,07:20:00,08:47:00,17.56,0.0288,0.642,12.11,0.958,23.6,1,40.09,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-287-0808,1010,08:08:00,09:35:00,17.56,0.0323,0.546,12.11,0.774,24.3,1,40.03,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-287-0815,1010,08:15:00,09:42:00,17.56,0.0081,0.532,12.11,0.751,24.3,1,28.54,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-287-0823,1010,08:23:00,09:50:00,17.56,0.0572,0.687,12.11,0.776,24.3,1,52.82,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-287-0830,1010,08:30:00,09:57:00,17.56,-0.0177,0.554,12.11,0.828,24.3,1,25.86,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-287-0838,1010,08:38:00,10:05:00,17.56,0.0236,0.677,12.11,0.948,24.3,1,38.4,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-287-0848,1010,08:48:00,10:15:00,17.56,0.0563,0.781,12.11,0.942,24.3,1,52.53,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-287-0859,1010,08:59:00,10:26:00,17.56,0.05,0.566,12.11,0.841,24.3,1,47.84,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-287-1009,1010,10:09:00,11:36:00,17.56,0.0529,0.211,12.11,0.435,25.8,0,46.55,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-287-1039,1010,10:39:00,12:06:00,17.56,0.0038,0.262,12.11,0.471,25.8,0,25.78,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-287-1139,1010,11:39:00,13:06:00,17.56,-0.0238,0.246,12.11,0.463,26.5,0,24.82,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-287-1150,1010,11:50:00,13:17:00,17.56,0.0141,0.241,12.11,0.554,26.5,0,30.35,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-287-1230,1010,12:30:00,13:57:00,17.56,0.0006,0.186,12.11,0.405,26.9,0,24.63,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-287-1300,1010,13:00:00,14:27:00,17.56,0.018,0.356,12.11,0.441,27.2,0,33.29,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-287-1320,1010,13:20:00,14:47:00,17.56,-0.0084,0.377,12.11,0.273,27.2,0,26.27,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-287-1420,1010,14:20:00,15:47:00,17.56,-0.0204,0.34,12.11,0.301,27.3,0,26.32,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-287-1540,1010,15:40:00,17:07:00,17.56,0.0497,0.218,12.11,0.476,27.2,0,46.87,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-287-1549,1010,15:49:00,17:16:00,17.56,0.0229,0.395,12.11,0.509,27.2,0,37.25,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-287-1655,1010,16:55:00,18:22:00,17.56,-0.0163,0.179,12.11,0.303,26.9,0,24.75,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-287-1719,1010,17:19:00,18:46:00,17.56,0.0435,0.531,12.11,0.81,26.5,1,46.27,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-287-1849,1010,18:49:00,20:16:00,17.56,-0.0021,0.636,12.11,0.669,25.8,1,27.63,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-287-1904,1010,19:04:00,20:31:00,17.56,-0.0009,0.756,12.11,0.795,25.1,1,28.29,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-287-2024,1010,20:24:00,21:51:00,17.56,-0.0041,0.344,12.11,0.423,24.3,0,23.42,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-287-2132,1010,21:32:00,22:59:00,17.56,0.0178,0.387,12.11,0.466,23.6,0,31.73,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-287-2232,1010,22:32:00,23:59:00,17.56,-0.0187,0.174,12.11,0.53,22.8,0,22.28,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-2-287-0535,1010,05:35:00,07:02:00,17.47,0.027,0.323,12.05,0.58,22.2,0,35.46,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-2-287-0619,1010,06:19:00,07:46:00,17.47,-0.0107,0.405,12.05,0.573,22.8,0,23.98,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-2-287-0659,1010,06:59:00,08:26:00,17.47,0.0294,0.224,12.05,0.3,22.8,0,34.77,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-2-287-0714,1010,07:14:00,08:41:00,17.47,0.0593,0.701,12.05,0.785,23.6,1,53.27,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-2-287-0722,1010,07:22:00,08:49:00,17.47,0.0308,0.602,12.05,0.654,23.6,1,39.85,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-2-287-0810,1010,08:10:00,09:37:00,17.47,-0.0171,0.502,12.05,0.952,24.3,1,25.73,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-2-287-0824,1010,08:24:00,09:51:00,17.47,0.0337,0.639,12.05,0.955,24.3,1,41.98,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-2-287-0839,1010,08:39:00,10:06:00,17.47,-0.0161,0.557,12.05,0.842,24.3,1,26.37,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-2-287-1009,1010,10:09:00,11:36:00,17.47,0.0225,0.242,12.05,0.338,25.8,0,32.95,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-2-287-1057,1010,10:57:00,12:24:00,17.47,-0.0098,0.451,12.05,0.34,25.8,0,24.53,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-2-287-1139,1010,11:39:00,13:06:00,17.47,0.0599,0.403,12.05,0.421,26.5,0,50.99,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-2-287-1243,1010,12:43:00,14:10:00,17.47,0.0577,0.305,12.05,0.586,26.9,0,51.17,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-2-287-1300,1010,13:00:00,14:27:00,17.47,0.0149,0.445,12.05,0.529,27.2,0,34.25,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-2-287-1350,1010,13:50:00,15:17:00,17.47,-0.0001,0.291,12.05,0.258,27.2,0,25.65,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-2-287-1420,1010,14:20:00,15:47:00,17.47,0.0074,0.186,12.05,0.424,27.3,0,28.64,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-2-287-1456,1010,14:56:00,16:23:00,17.47,-0.0246,0.323,12.05,0.514,27.3,0,27.04,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-2-287-1535,1010,15:35:00,17:02:00,17.47,0.0246,0.396,12.05,0.476,27.2,0,36.38,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-2-287-1549,1010,15:49:00,17:16:00,17.47,0.0571,0.192,12.05,0.498,27.2,0,50.11,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-2-287-1619,1010,16:19:00,17:46:00,17.47,-0.0022,0.238,12.05,0.297,26.9,0,24.43,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-2-287-1719,1010,17:19:00,18:46:00,17.47,0.0316,0.521,12.05,0.852,26.5,1,41.59,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-2-287-1759,1010,17:59:00,19:26:00,17.47,0.058,0.785,12.05,0.942,26.5,1,54.46,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-2-287-1811,1010,18:11:00,19:38:00,17.47,0.0068,0.506,12.05,0.855,25.8,1,29.44,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-2-287-1824,1010,18:24:00,19:51:00,17.47,-0.0157,0.552,12.05,0.952,25.8,1,27.63,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-2-287-1836,1010,18:36:00,20:03:00,17.47,-0.0035,0.695,12.05,0.603,25.8,1,27.87,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-2-287-1849,1010,18:49:00,20:16:00,17.47,0.0405,0.634,12.05,0.669,25.8,1,44.72,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-2-287-1859,1010,18:59:00,20:26:00,17.47,0.0126,0.658,12.05,0.875,25.8,1,32.55,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-2-287-1910,1010,19:10:00,20:37:00,17.47,0.035,0.556,12.05,0.759,25.1,1,41.46,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-2-287-2000,1010,20:00:00,21:27:00,17.47,-0.0051,0.263,12.05,0.312,24.3,0,21.43,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-2-287-2024,1010,20:24:00,21:51:00,17.47,0.0151,0.41,12.05,0.596,24.3,0,30.65,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-2-287-2033,1010,20:33:00,22:00:00,17.47,0.0134,0.37,12.05,0.447,24.3,0,29.5,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-2-287-2133,1010,21:33:00,23:00:00,17.47,0.022,0.282,12.05,0.599,23.6,0,32.72,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-2-287-2212,1010,22:12:00,23:39:00,17.47,-0.0143,0.362,12.05,0.59,22.8,0,25.05,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-2-287-2312,1010,23:12:00,24:39:00,17.47,0.0198,0.369,12.05,0.434,22.2,0,32.38,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-288-0540,1010,05:40:00,07:07:00,17.56,0.0129,0.328,12.11,0.44,22.2,0,28.87,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-288-0700,1010,07:00:00,08:27:00,17.56,-0.01,0.582,12.11,0.635,23.6,1,25.45,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-288-0721,1010,07:21:00,08:48:00,17.56,0.037,0.775,12.11,0.84,23.6,1,44.42,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-288-0729,1010,07:29:00,08:56:00,17.56,0.0278,0.648,12.11,0.843,23.6,1,39.96,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-288-0839,1010,08:39:00,10:06:00,17.56,0.018,0.666,12.11,0.841,24.3,1,35.45,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-288-0846,1010,08:46:00,10:13:00,17.56,-0.0008,0.654,12.11,0.608,24.3,1,25.25,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-288-0854,1010,08:54:00,10:21:00,17.56,0.025,0.58,12.11,0.834,24.3,1,37.39,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-288-0901,1010,09:01:00,10:28:00,17.56,0.0315,0.508,12.11,0.82,25.1,1,40.1,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-288-0909,1010,09:09:00,10:36:00,17.56,0.0086,0.679,12.11,0.621,25.1,1,30.0,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-288-0916,1010,09:16:00,10:43:00,17.56,0.0526,0.549,12.11,0.727,25.1,1,48.24,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-288-0924,1010,09:24:00,10:51:00,17.56,0.0204,0.575,12.11,0.897,25.1,1,35.97,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-288-0931,1010,09:31:00,10:58:00,17.56,0.0425,0.658,12.11,0.78,25.1,1,44.2,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-288-0939,1010,09:39:00,11:06:00,17.56,0.02,0.727,12.11,0.684,25.1,1,36.08,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-288-0946,1010,09:46:00,11:13:00,17.56,0.0414,0.791,12.11,0.874,25.1,1,45.75,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-288-0954,1010,09:54:00,11:21:00,17.56,-0.0071,0.637,12.11,0.606,25.1,1,26.39,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-288-1001,1010,10:01:00,11:28:00,17.56,-0.0174,0.402,12.11,0.349,25.8,0,24.26,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-288-1009,1010,10:09:00,11:36:00,17.56,0.0469,0.395,12.11,0.342,25.8,0,45.25,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-288-1139,1010,11:39:00,13:06:00,17.56,-0.02,0.283,12.11,0.542,26.5,0,25.65,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-288-1148,1010,11:48:00,13:15:00,17.56,0.0191,0.326,12.11,0.379,26.5,0,33.15,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-288-1300,1010,13:00:00,14:27:00,17.56,0.0087,0.19,12.11,0.323,27.2,0,28.75,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-288-1420,1010,14:20:00,15:47:00,17.56,0.0183,0.429,12.11,0.496,27.3,0,36.19,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-288-1540,1010,15:40:00,17:07:00,17.56,-0.0191,0.227,12.11,0.36,27.2,0,25.66,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-288-1549,1010,15:49:00,17:16:00,17.56,-0.0027,0.46,12.11,0.501,27.2,0,27.97,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-288-1809,1010,18:09:00,19:36:00,17.56,-0.0146,0.688,12.11,0.65,25.8,1,27.8,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-288-1849,1010,18:49:00,20:16:00,17.56,0.0585,0.75,12.11,0.655,25.8,1,53.67,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-288-1859,1010,18:59:00,20:26:00,17.56,0.0562,0.517,12.11,0.939,25.8,1,52.28,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-288-1911,1010,19:11:00,20:38:00,17.56,0.0487,0.58,12.11,0.717,25.1,1,47.09,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-288-1924,1010,19:24:00,20:51:00,17.56,-0.0247,0.677,12.11,0.728,25.1,1,27.68,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-288-2024,1010,20:24:00,21:51:00,17.56,0.0102,0.285,12.11,0.426,24.3,0,27.02,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-288-2057,1010,20:57:00,22:24:00,17.56,-0.0093,0.224,12.11,0.405,24.3,0,21.97,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-288-2112,1010,21:12:00,22:39:00,17.56,0.0515,0.202,12.11,0.528,23.6,0,45.17,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-288-2212,1010,22:12:00,23:39:00,17.56,0.0151,0.254,12.11,0.473,22.8,0,29.77,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-288-2227,1010,22:27:00,23:54:00,17.56,0.0306,0.207,12.11,0.42,22.8,0,35.84,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-288-2321,1010,23:21:00,24:48:00,17.56,0.0577,0.285,12.11,0.535,22.2,0,48.24,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-1-288-2340,1010,23:40:00,25:07:00,17.56,-0.0044,0.331,12.11,0.258,22.2,0,22.84,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-2-288-0535,1010,05:35:00,07:02:00,17.47,0.0053,0.354,12.05,0.385,22.2,0,26.16,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-2-288-0559,1010,05:59:00,07:26:00,17.47,0.0232,0.41,12.05,0.51,22.2,0,33.87,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-2-288-0714,1010,07:14:00,08:41:00,17.47,-0.0161,0.552,12.05,0.715,23.6,1,25.4,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-2-288-0726,1010,07:26:00,08:53:00,17.47,0.041,0.619,12.05,0.825,23.6,1,44.81,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
1010-2-288-0739,1010,07:39:00,09:06:00,17.47,0.0491,0.652,12.05,0.657,23.6,1,47.88,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
